scorer,rick,rick.1,rick.2,rick.3,rick.4,rick.5,rick.6,rick.7,rick.8,rick.9,rick.10,rick.11,rick.12,rick.13
labeled-data/example_bot/img60.png,105.25,64.25,262.75,88.75,312.75,142.75,76.75,176.25,64.75,113.75,31.75,109.25,381.25,114.25
labeled-data/example_bot/img61.png,211.25,50.25,218.25,90.25,242.75,173.25,134.75,152.25,76.75,81.75,38.25,74.25,380.25,113.25
labeled-data/example_bot/img62.png,64.25,77.25,311.25,89.75,225.25,159.25,164.25,161.75,66.25,109.25,32.75,106.25,380.75,113.75
labeled-data/example_bot/img63.png,138.25,83.25,231.75,74.75,281.25,150.25,104.25,157.25,66.75,150.25,33.25,167.25,380.75,110.75
labeled-data/example_bot/img64.png,159.75,94.75,186.25,52.75,296.75,120.75,107.75,171.75,94.75,187.25,72.75,216.25,376.75,113.75
labeled-data/example_bot/img65.png,65.75,61.25,311.75,73.75,200.75,119.25,206.25,164.75,65.25,159.75,28.25,176.75,379.25,114.25
labeled-data/example_bot/img66.png,178.25,75.25,186.25,102.75,314.75,137.25,52.75,165.75,68.25,127.25,31.75,130.75,379.75,114.75
labeled-data/example_bot/img67.png,129.25,40.75,278.75,84.25,312.75,135.25,127.75,158.25,64.75,155.75,25.75,180.75,381.75,113.75
labeled-data/example_bot/img68.png,99.75,48.75,288.25,85.75,286.25,143.75,190.75,173.25,79.75,179.75,55.25,209.75,380.75,114.25
labeled-data/example_bot/img69.png,26.75,98.75,215.75,71.75,304.25,135.25,106.25,182.75,67.75,199.25,54.25,223.75,380.75,113.25
labeled-data/example_bot/img70.png,52.25,83.25,257.75,67.75,261.75,148.25,131.75,157.25,78.75,169.75,44.25,202.25,381.25,111.75
labeled-data/example_bot/img71.png,169.75,92.75,188.75,65.25,284.25,135.25,63.25,180.25,86.25,187.25,63.75,213.25,379.25,113.25
labeled-data/example_bot/img72.png,123.25,90.25,228.75,69.25,260.25,122.25,65.25,159.75,71.75,194.75,53.25,216.75,377.25,112.75
labeled-data/example_bot/img73.png,102.75,30.25,274.75,45.25,236.75,88.75,196.75,152.25,74.25,144.75,35.25,154.25,378.75,113.25
labeled-data/example_bot/img74.png,101.25,54.75,290.75,82.25,261.25,137.25,74.25,171.25,59.75,119.75,25.75,120.25,378.25,112.75
labeled-data/example_bot/img75.png,69.75,70.75,251.25,77.75,219.75,128.75,191.75,178.75,74.75,166.75,32.75,177.25,376.75,112.75
labeled-data/example_bot/img76.png,145.75,81.25,323.75,98.75,227.75,127.75,201.25,193.25,85.75,177.25,40.75,190.75,377.25,113.25
labeled-data/example_bot/img77.png,164.75,95.25,217.25,102.75,300.25,155.75,80.25,184.75,61.75,143.25,22.75,148.75,378.75,110.75
labeled-data/example_bot/img78.png,184.75,59.75,186.25,91.25,305.75,133.25,86.25,165.75,68.25,111.75,35.75,108.75,377.75,110.75
labeled-data/example_bot/img79.png,189.75,61.75,222.75,102.75,292.25,143.25,116.75,158.75,71.75,115.25,33.75,115.25,376.75,112.25
labeled-data/example_bot/img80.png,177.25,84.25,211.25,75.25,313.25,129.25,114.25,172.75,77.75,157.25,42.75,185.75,377.75,110.75
labeled-data/example_bot/img81.png,135.75,71.75,308.25,91.25,275.75,150.75,208.75,183.25,67.75,156.25,33.25,157.75,378.25,111.25
labeled-data/example_bot/img82.png,83.25,73.75,293.75,77.75,209.75,127.75,203.75,170.25,61.75,150.75,30.25,161.25,378.25,110.75
labeled-data/example_bot/img83.png,149.75,46.75,267.75,54.25,246.75,124.75,71.25,211.25,69.25,151.25,30.25,174.25,378.75,111.25
labeled-data/example_bot/img84.png,60.75,40.25,293.25,74.25,190.75,138.25,162.75,175.75,61.75,119.25,25.75,116.25,378.25,112.75
labeled-data/example_bot/img85.png,149.110150337219,78.62461447715799,225.097185134888,92.13827419281,298.027810573578,142.921355724335,53.8772255182266,160.99203491210898,58.4616035223007,62.918268918991004,37.5881950855255,48.962168693542,377.787469387054,110.76548600196799
labeled-data/example_bot/img86.png,145.261964797974,58.911906242371,220.200215339661,80.11494541168199,244.3,154.7,59.3196611404419,158.47674393653898,64.0210437774658,55.194766521454,41.4747476577759,36.90905380249001,379.660982608795,113.49066686630198
labeled-data/example_bot/img87.png,147.69046574831,52.33845996856701,306.3,79.5,212.204012840986,157.29124546051003,212.421570003033,183.318890333176,65.3560676574707,142.706705570221,29.5355749130249,150.115023851395,378.251700878143,113.856643199921
labeled-data/example_bot/img88.png,140.816253840923,52.17439365387,322.002998352051,87.528434753418,205.697935461998,156.86135673522898,204.738674461842,184.593302249908,65.6524062156677,148.17770576477102,26.8208193778992,158.32386922836298,379.170234203339,113.374955654144
labeled-data/example_bot/img89.png,74.7267999649048,80.53927564621,193.975084781647,79.90815925598099,301.811213612556,116.06583173573,84.516016304493,183.04622268676798,71.2671151161194,183.370069980621,45.657998085022,211.43708497285797,377.644486904144,114.08214521408098
labeled-data/example_bot/img90.png,106.493534088135,88.56050920486501,190.241062164307,80.834377765656,296.864118099213,113.32422876357998,81.5949590206146,183.13037705421402,69.150458574295,184.32685136794998,45.1740822792053,212.40648272633598,377.45291185379,112.521306037903
